JE Code,Store,Country,Region,Date,Item,Salesperson,List Price,Actual Price,Discount %
I-1847,Ho Chi Minh City,Vietnam,APAC,12/15/2016,Microwave,Ken Rogerson,80,75,6.25%
I-1848,Istanbul,Turkey,EMEA,11/25/2017,Ceiling fan,Chloe Lyons,150,144,4.00%
I-1849,Santiago,Chile,LATAM,10-12-16,Iron,Ram Mathews,30,26,13.33%
I-1850,Tokyo,Japan,APAC,1/15/2018,Microwave,Nicholas Goude,80,74,7.50%
I-1851,Guangzhou,China,APAC,7/16/2018,Vacuum Cleaner,Glenys Wright,250,245,2.00%
I-1852,Berlin,Germany,EMEA,6/29/2016,Refrigerator,Paul Sherwin,1000,940,6.00%
I-1853,Vienna,Austria,EMEA,11-06-17,Toaster,Paul Drage,50,50,0.00%
I-1854,Ho Chi Minh City,Vietnam,APAC,6/29/2016,Toaster,Terence Jones,50,46,8.00%
I-1855,Dubai,UAE,EMEA,12-08-17,Air conditioner,Peter Kelly,700,665,5.00%
I-1856,Birmingham,UK,EMEA,04-03-14,Refrigerator,Robert Stocks,1000,950,5.00%
I-1857,Warsaw,Poland,EMEA,10-03-14,Ceiling fan,Barbara McDevitt,150,135,10.00%
I-1858,Kansas City,USA,NA,3/31/2017,Iron,Robert Arnold,30,29,3.33%
I-1859,Vienna,Austria,EMEA,7/28/2017,Vacuum Cleaner,Baljinder Anderson,250,243,2.80%
I-1860,Tokyo,Japan,APAC,4/13/2018,Iron,David Gow,30,29,3.33%
I-1861,Guangzhou,China,APAC,12/15/2015,Dishwasher,Mark Searle,500,490,2.00%
I-1862,Toronto,Canada,NA,11/30/2017,Air conditioner,Robin Hall,700,686,2.00%
I-1863,Bangalore,India,APAC,5/18/2017,Microwave,Colin Lima,80,75,6.25%
I-1864,Delhi,India,APAC,10-05-18,Vacuum Cleaner,Francis Hughes,250,223,10.80%
I-1865,Birmingham,UK,EMEA,06-04-16,Dishwasher,Robert Stocks,500,480,4.00%
I-1866,Osaka,Japan,APAC,11-04-17,Blender,Kenneth Walter,50,50,0.00%
I-1867,Guangzhou,China,APAC,9/17/2014,Toaster,Donald Higgs,50,42,16.00%
I-1868,Toronto,Canada,NA,1/19/2014,Iron,Michael Patel,30,21,30.00%
I-1869,San Fransisco,USA,NA,7/29/2017,Oven,Gillan Clark,500,500,0.00%
I-1870,San Fransisco,USA,NA,12/18/2017,Washing Machine,John Osborne,800,632,21.00%
I-1871,Tokyo,Japan,APAC,2/26/2017,Blender,Michelle Hunter,50,46,8.00%
I-1872,Guangzhou,China,APAC,10/16/2017,Toaster,Glenys Wright,50,48,4.00%
I-1873,Los Angeles,USA,NA,8/24/2015,Washing Machine,Colin Matthews,800,528,34.00%
I-1874,Dublin,Ireland,EMEA,09-01-16,Blender,John Curtis,50,47,6.00%
I-1875,Shanghai,China,APAC,1/24/2016,Ceiling fan,Glenys Raymond,150,129,14.00%
I-1876,Buenos Aires,Argentina,LATAM,11/24/2014,Air conditioner,Stuart Brown,700,581,17.00%
I-1877,Shanghai,China,APAC,1/13/2014,Iron,Craig Johnson,30,27,10.00%
I-1878,Tokyo,Japan,APAC,11/14/2016,Microwave,Nicholas Goude,80,75,6.25%
I-1879,Tokyo,Japan,APAC,10/15/2017,Washing Machine,Basil Bell,800,736,8.00%
I-1880,Seoul,South Korea,APAC,3/31/2017,Refrigerator,Mark Brook,1000,880,12.00%
I-1881,Athens,Greece,EMEA,8/22/2014,Toaster,Aidan Perrott,50,48,4.00%
I-1882,Mexico City,Mexico,LATAM,9/15/2016,Blender,Brendon Dyer,50,49,2.00%
I-1883,Lima,Peru,LATAM,08-04-14,Iron,Jacqueline Swaine,30,27,10.00%
I-1884,Tel Aviv,Israel,EMEA,11/19/2018,Refrigerator,Deanna Wang,1000,850,15.00%
I-1885,Buenos Aires,Argentina,LATAM,4/30/2017,Refrigerator,Brendon Sykes,1000,560,44.00%
I-1886,Bangalore,India,APAC,5/21/2014,Iron,Colin Lima,30,25,16.67%
I-1887,Osaka,Japan,APAC,3/16/2016,Toaster,April Childs,50,46,8.00%
I-1888,Mexico City,Mexico,LATAM,02-01-15,Dishwasher,Andrew Harris,500,305,39.00%
I-1889,Kuala Lumpur,Malaysia,APAC,10-03-18,Blender,Trudi Griffin,50,48,4.00%
I-1890,Prague,Czech Republic,EMEA,2/19/2018,Dishwasher,Maureen Haymes,500,435,13.00%
I-1891,Istanbul,Turkey,EMEA,1/14/2018,Oven,Ian McCartan,500,500,0.00%
I-1892,Los Angeles,USA,NA,9/23/2016,Coffee grinder,Rita Jenkins,70,66,5.71%
I-1893,Sydney,Australia,APAC,09-04-17,Coffee grinder,William Martin,70,70,0.00%
I-1894,Delhi,India,APAC,12/17/2016,Microwave,Gillian Harris,80,79,1.25%
I-1895,Paris,France,EMEA,03-02-17,Iron,Caroline Eccles,30,28,6.67%
I-1896,Paris,France,EMEA,9/23/2014,Dishwasher,Christopher Griffith,500,485,3.00%
I-1897,Madria,Spain,EMEA,2/13/2016,Coffee grinder,Martin Mishra,70,67,4.29%
I-1898,Dublin,Ireland,EMEA,09-05-17,Ceiling fan,James Carley,150,143,4.67%
I-1899,Sydney,Australia,APAC,09-02-17,Refrigerator,William Martin,1000,570,43.00%
I-1900,Warsaw,Poland,EMEA,7/22/2018,Vacuum Cleaner,David Grey,250,235,6.00%
I-1901,Cairo,Egypt,EMEA,11/16/2014,Washing Machine,Valerie Pereira,800,760,5.00%
I-1902,Jerusalem,Israel,EMEA,11-03-15,Iron,William Collins,30,23,23.33%
I-1903,New York,USA,NA,03-11-18,Iron,Ian Coates,30,26,13.33%
I-1904,Shenzhen,China,APAC,10-04-14,Coffee grinder,Phillip Humphreys,70,57,18.57%
I-1905,Istanbul,Turkey,EMEA,5/22/2017,Washing Machine,Francis Hall,800,512,36.00%
I-1906,Sydney,Australia,APAC,2/20/2017,Oven,Stephen Neville,500,500,0.00%
I-1907,San Fransisco,USA,NA,1/23/2018,Air conditioner,Robert Tattersall,700,609,13.00%
I-1908,Vienna,Austria,EMEA,04-12-18,Toaster,Paul Munday,50,48,4.00%
I-1909,San Fransisco,USA,NA,05-01-18,Iron,Arthur Carley,30,26,13.33%
I-1910,Mexico City,Mexico,LATAM,4/25/2014,Oven,Jacqueline Green,500,500,0.00%
I-1911,Bangkok,Thailand,APAC,9/27/2016,Washing Machine,John Jenkins,800,664,17.00%
I-1912,Bucharest,Romania,EMEA,11-02-18,Air conditioner,Geoffrey Shiner,700,679,3.00%
I-1913,Seattle,USA,NA,4/29/2014,Vacuum Cleaner,Heather Donald,250,198,20.80%
I-1914,Buenos Aires,Argentina,LATAM,4/30/2015,Oven,Naeem Perry,500,500,0.00%
I-1915,London,UK,EMEA,06-12-14,Oven,Ian Borowski,500,500,0.00%
I-1916,Mexico City,Mexico,LATAM,1/29/2015,Dishwasher,James Anthony,500,450,10.00%
I-1917,Paris,France,EMEA,03-04-17,Iron,Caroline Eccles,30,29,3.33%
I-1918,Los Angeles,USA,NA,12/30/2015,Oven,Colin Matthews,500,500,0.00%
I-1919,Riyadh,Saudi Arabia,EMEA,8/20/2017,Vacuum Cleaner,John Craig,250,225,10.00%
I-1920,Moscow,Russia,EMEA,9/17/2015,Microwave,Darren Brooks,80,78,2.50%
I-1921,Istanbul,Turkey,EMEA,11/16/2015,Blender,Mark Buntain,50,32,36.00%
I-1922,Dubai,UAE,EMEA,02-12-14,Blender,Peter Kelly,50,41,18.00%
I-1923,Sao Paolo,Brazil,LATAM,6/14/2018,Coffee grinder,Elizabeth Holloway,70,60,14.29%
I-1924,Osaka,Japan,APAC,12-04-14,Coffee grinder,Peter Walker,70,69,1.43%
I-1925,London,UK,EMEA,08-07-18,Dishwasher,Ian Borowski,500,490,2.00%
I-1926,Osaka,Japan,APAC,02-02-18,Coffee grinder,Kenneth Walter,70,69,1.43%
I-1927,Capetown,South Africa,EMEA,09-07-18,Refrigerator,Nicholas Holloway,1000,640,36.00%
I-1928,Bangkok,Thailand,APAC,10/29/2014,Refrigerator,Mary Mitchell,1000,1000,0.00%
I-1929,Madria,Spain,EMEA,02-08-18,Microwave,Catherine Gagg,80,70,12.50%
I-1930,Lima,Peru,LATAM,12/24/2017,Ceiling fan,Rachel Howard,150,135,10.00%
I-1931,Amsterdam,Netherlands,EMEA,01-08-18,Air conditioner,Allyson Parker,700,623,11.00%
I-1932,Athens,Greece,EMEA,6/28/2016,Vacuum Cleaner,Alexander Rowntree,250,245,2.00%
I-1933,Cairo,Egypt,EMEA,1/13/2017,Dishwasher,Marek Kwiatkowski,500,500,0.00%
I-1934,Paris,France,EMEA,5/18/2017,Air conditioner,Melanie Fletcher,700,700,0.00%
I-1935,Capetown,South Africa,EMEA,6/27/2017,Dishwasher,Thomas Davies,500,480,4.00%
I-1936,Capetown,South Africa,EMEA,09-02-18,Vacuum Cleaner,Lucy Downs,250,243,2.80%
I-1937,Tijuana,Mexico,LATAM,2/17/2017,Refrigerator,Emily Brierley,1000,950,5.00%
I-1938,Jerusalem,Israel,EMEA,05-03-17,Blender,David Hubble,50,47,6.00%
I-1939,Los Angeles,USA,NA,9/28/2014,Iron,Chandrakant Atkins,30,27,10.00%
I-1940,Madria,Spain,EMEA,3/21/2018,Iron,Roy Nunes,30,29,3.33%
I-1941,Bucharest,Romania,EMEA,10/31/2018,Microwave,Dell Lockwood,80,76,5.00%
I-1942,Bucharest,Romania,EMEA,05-01-18,Coffee grinder,Alan Grant,70,69,1.43%
I-1943,Seattle,USA,NA,1/15/2016,Microwave,Richard Anderson,80,76,5.00%
I-1944,Tel Aviv,Israel,EMEA,10/26/2015,Dishwasher,Richard McGrath,500,430,14.00%
I-1945,Capetown,South Africa,EMEA,5/15/2018,Iron,Stuart Anderson,30,28,6.67%
I-1946,Tokyo,Japan,APAC,10/18/2016,Toaster,Rose Rowntree,50,45,10.00%
I-1947,Tokyo,Japan,APAC,2/15/2014,Coffee grinder,Rachel Deignan,70,57,18.57%
I-1948,Buenos Aires,Argentina,LATAM,6/23/2016,Refrigerator,Simon Snape,1000,730,27.00%
I-1949,Bogota,Colombia,LATAM,6/21/2017,Refrigerator,Russell Thorley,1000,710,29.00%
I-1950,London,UK,EMEA,01-08-17,Dishwasher,Philip Dewar,500,500,0.00%
I-1951,Bogota,Colombia,LATAM,5/13/2017,Air conditioner,Shelley Mannix,700,693,1.00%
I-1952,New York,USA,NA,12/15/2014,Microwave,Barbara Turner,80,56,30.00%
I-1953,Guangzhou,China,APAC,6/23/2014,Iron,Mark Searle,30,27,10.00%
I-1954,Mexico City,Mexico,LATAM,6/17/2014,Coffee grinder,Malcolm Griffith,70,67,4.29%
I-1955,New York,USA,NA,11/18/2015,Blender,Robert Salisbury,50,33,34.00%
I-1956,Kuala Lumpur,Malaysia,APAC,8/25/2014,Microwave,Harold Lunn,80,78,2.50%
I-1957,Tijuana,Mexico,LATAM,2/16/2015,Toaster,Gillian Allnutt,50,49,2.00%
I-1958,Warsaw,Poland,EMEA,2/13/2018,Microwave,Gary Mistry,80,69,13.75%
I-1959,Dubai,UAE,EMEA,11-09-15,Blender,Ernie Dyer,50,32,36.00%
I-1960,Tijuana,Mexico,LATAM,09-01-16,Refrigerator,Stephen Carlin,1000,580,42.00%
I-1961,Madria,Spain,EMEA,6/25/2016,Air conditioner,Howard Jones,700,609,13.00%
I-1962,Paris,France,EMEA,10-04-17,Dishwasher,Caroline Eccles,500,480,4.00%
I-1963,Tel Aviv,Israel,EMEA,9/13/2016,Blender,David Isaacs,50,45,10.00%
I-1964,Osaka,Japan,APAC,09-06-16,Toaster,Neil McAvoy,50,37,26.00%
I-1965,Birmingham,UK,EMEA,10-06-16,Dishwasher,Johanna Collins,500,455,9.00%
I-1966,Riyadh,Saudi Arabia,EMEA,03-09-16,Blender,Jodie Fairhurst,50,43,14.00%
I-1967,London,UK,EMEA,06-10-17,Refrigerator,Ian Borowski,1000,780,22.00%
I-1968,Cairo,Egypt,EMEA,9/17/2017,Refrigerator,David Amos,1000,670,33.00%
I-1969,Toronto,Canada,NA,10/14/2015,Microwave,Jordan Andrews,80,77,3.75%
I-1970,Tijuana,Mexico,LATAM,03-09-17,Iron,Ryan Pearce,30,29,3.33%
I-1971,Tokyo,Japan,APAC,4/16/2014,Vacuum Cleaner,Ken Mishra,250,225,10.00%
I-1972,Berlin,Germany,EMEA,11-09-18,Vacuum Cleaner,Jacqueline Clamp,250,228,8.80%
I-1973,Vienna,Austria,EMEA,04-07-14,Vacuum Cleaner,Paul Drage,250,225,10.00%
I-1974,Vienna,Austria,EMEA,10/23/2017,Iron,Paul Munday,30,28,6.67%
I-1975,Toronto,Canada,NA,09-11-18,Microwave,Alison Storey,80,72,10.00%
I-1976,Shanghai,China,APAC,01-07-14,Coffee grinder,Jonathan Will,70,62,11.43%
I-1977,Prague,Czech Republic,EMEA,06-01-18,Blender,Christopher Lloyd,50,31,38.00%
I-1978,Warsaw,Poland,EMEA,04-06-15,Vacuum Cleaner,Valerie Brown,250,190,24.00%
I-1979,Ho Chi Minh City,Vietnam,APAC,4/17/2016,Microwave,Michael Bell,80,78,2.50%
I-1980,Osaka,Japan,APAC,2/27/2014,Air conditioner,Selwyn Kitching,700,651,7.00%
I-1981,Vienna,Austria,EMEA,1/27/2018,Microwave,Raymond Denning,80,70,12.50%
I-1982,San Fransisco,USA,NA,9/20/2014,Coffee grinder,Saffron Cruse,70,64,8.57%
I-1983,Athens,Greece,EMEA,6/21/2018,Iron,Martin Timmins,30,30,0.00%
I-1984,Bangalore,India,APAC,11/24/2014,Oven,Stuart Hunter,500,490,2.00%
I-1985,Paris,France,EMEA,10-10-17,Ceiling fan,Barry Smith,150,138,8.00%
I-1986,Bogota,Colombia,LATAM,04-10-17,Vacuum Cleaner,David Finnie,250,235,6.00%
I-1987,Shenzhen,China,APAC,4/18/2015,Oven,Edward Jenkins,500,500,0.00%
I-1988,Tel Aviv,Israel,EMEA,1/29/2017,Washing Machine,Frances Weller,800,616,23.00%
I-1989,Dubai,UAE,EMEA,10/28/2016,Washing Machine,Brenda Lightfoot,800,664,17.00%
I-1990,Jerusalem,Israel,EMEA,3/28/2014,Oven,Fiona Johnson,500,500,0.00%
I-1991,Dubai,UAE,EMEA,11-10-17,Toaster,Roy Connelly,50,46,8.00%
I-1992,Shenzhen,China,APAC,1/16/2016,Ceiling fan,Caroline Gee,150,138,8.00%
I-1993,Shanghai,China,APAC,1/31/2014,Iron,Michelle Murray,30,28,6.67%
I-1994,Buenos Aires,Argentina,LATAM,04-01-16,Blender,Brendon Sykes,50,49,2.00%
I-1995,New York,USA,NA,11/15/2018,Iron,Andrew Jones,30,29,3.33%
I-1996,Bangalore,India,APAC,7/22/2017,Vacuum Cleaner,Paul Benton,250,238,4.80%
I-1997,Istanbul,Turkey,EMEA,10-05-18,Microwave,Mark Holmes,80,80,0.00%
I-1998,Paris,France,EMEA,10/25/2016,Oven,Christopher Griffith,500,495,1.00%
I-1999,Bangkok,Thailand,APAC,5/20/2015,Ceiling fan,Carol Cormack,150,146,2.67%
I-2000,Dublin,Ireland,EMEA,05-12-16,Microwave,Andrew Phillips,80,70,12.50%
I-2001,Moscow,Russia,EMEA,1/22/2015,Refrigerator,Rita Hill,1000,970,3.00%
I-2002,San Fransisco,USA,NA,12/22/2014,Refrigerator,Saffron Cruse,1000,690,31.00%
I-2003,Toronto,Canada,NA,12-02-16,Toaster,Alison Storey,50,43,14.00%
I-2004,Rome,Italy,EMEA,04-03-14,Refrigerator,Steven Bell,1000,650,35.00%
I-2005,Paris,France,EMEA,7/13/2017,Refrigerator,Rory Bullion,1000,520,48.00%
I-2006,Moscow,Russia,EMEA,10-01-17,Ceiling fan,Zulfiqar Mirza,150,149,0.67%
I-2007,Chicago,USA,NA,1/27/2015,Air conditioner,Derek Anderson,700,665,5.00%
I-2008,San Fransisco,USA,NA,5/18/2015,Air conditioner,Gary Acheampong,700,560,20.00%
I-2009,Guangzhou,China,APAC,9/16/2016,Toaster,Abdul Amos,50,44,12.00%
I-2010,San Fransisco,USA,NA,02-02-16,Refrigerator,James Scott,1000,760,24.00%
I-2011,Kansas City,USA,NA,03-12-16,Vacuum Cleaner,Nicola Wright,250,228,8.80%
I-2012,Capetown,South Africa,EMEA,11-07-17,Vacuum Cleaner,Lucy Downs,250,248,0.80%
I-2013,Bogota,Colombia,LATAM,3/20/2014,Toaster,Paul Puri,50,39,22.00%
I-2014,Bucharest,Romania,EMEA,1/23/2014,Vacuum Cleaner,Kevin Ross,250,248,0.80%
I-2015,Madria,Spain,EMEA,9/17/2016,Vacuum Cleaner,Paul Long,250,250,0.00%
I-2016,Seattle,USA,NA,05-05-17,Toaster,John Hetherington,50,48,4.00%
I-2017,Amsterdam,Netherlands,EMEA,1/20/2016,Refrigerator,Ian Christian,1000,590,41.00%
I-2018,London,UK,EMEA,4/26/2017,Microwave,Nicola Williams,80,76,5.00%
I-2019,Lima,Peru,LATAM,9/23/2014,Dishwasher,Rachel Howard,500,480,4.00%
I-2020,Rome,Italy,EMEA,11-02-16,Washing Machine,Michael Toy,800,720,10.00%
I-2021,Bangkok,Thailand,APAC,01-09-18,Coffee grinder,Alan Procter,70,69,1.43%
I-2022,Tel Aviv,Israel,EMEA,12/19/2016,Coffee grinder,Deanna Wang,70,60,14.29%
I-2023,Santiago,Chile,LATAM,3/20/2015,Toaster,Richard James,50,44,12.00%
I-2024,Kuala Lumpur,Malaysia,APAC,6/18/2018,Microwave,Ian Baker,80,74,7.50%
I-2025,Capetown,South Africa,EMEA,2/13/2018,Coffee grinder,Nicholas Holloway,70,68,2.86%
I-2026,Dubai,UAE,EMEA,3/19/2016,Coffee grinder,Rachel Clayton,70,66,5.71%
I-2027,Mexico City,Mexico,LATAM,10/29/2017,Ceiling fan,Jeremy Morrow,150,144,4.00%
I-2028,Ho Chi Minh City,Vietnam,APAC,12/25/2016,Coffee grinder,Irene Skiba,70,65,7.14%
I-2029,Guangzhou,China,APAC,4/21/2014,Refrigerator,Abdul Amos,1000,630,37.00%
I-2030,Rome,Italy,EMEA,11/15/2015,Ceiling fan,Michael Toy,150,113,24.67%
I-2031,Amsterdam,Netherlands,EMEA,1/30/2015,Oven,Allyson Parker,500,490,2.00%
I-2032,Seattle,USA,NA,5/21/2016,Toaster,Derek Harris,50,46,8.00%
I-2033,Cairo,Egypt,EMEA,7/16/2016,Air conditioner,Valerie Pereira,700,672,4.00%
I-2034,Capetown,South Africa,EMEA,08-05-17,Blender,Lucy Downs,50,48,4.00%
I-2035,Tokyo,Japan,APAC,4/27/2014,Oven,Steven Douglas,500,490,2.00%
I-2036,Bogota,Colombia,LATAM,11-03-15,Coffee grinder,Paul Puri,70,58,17.14%
I-2037,Warsaw,Poland,EMEA,2/14/2016,Coffee grinder,Barbara McDevitt,70,60,14.29%
I-2038,Buenos Aires,Argentina,LATAM,05-09-14,Washing Machine,Nicola Nathan,800,688,14.00%
I-2039,Paris,France,EMEA,2/26/2015,Vacuum Cleaner,Rory Bullion,250,155,38.00%
I-2040,Athens,Greece,EMEA,10-08-14,Air conditioner,Sarah Chadwick,700,504,28.00%
I-2041,Paris,France,EMEA,4/16/2014,Air conditioner,Rory Bullion,700,511,27.00%
I-2042,Sao Paolo,Brazil,LATAM,8/14/2018,Vacuum Cleaner,Richard Kay,250,250,0.00%
I-2043,Madria,Spain,EMEA,5/27/2018,Toaster,Roy Lloyd,50,50,0.00%
I-2044,Riyadh,Saudi Arabia,EMEA,4/14/2016,Ceiling fan,Victoria Sherwin,150,135,10.00%
I-2045,Istanbul,Turkey,EMEA,11-11-17,Coffee grinder,Ian McCartan,70,68,2.86%
I-2046,Los Angeles,USA,NA,01-04-15,Refrigerator,Ellen Lillie,1000,680,32.00%
I-2047,Dublin,Ireland,EMEA,7/30/2014,Coffee grinder,James Carley,70,65,7.14%
I-2048,Rome,Italy,EMEA,9/28/2017,Washing Machine,Michael Toy,800,488,39.00%
I-2049,Kansas City,USA,NA,02-03-16,Iron,Xun Simms,30,27,10.00%
I-2050,Lima,Peru,LATAM,11-08-14,Washing Machine,Lloyd Norton,800,448,44.00%
I-2051,Bogota,Colombia,LATAM,3/23/2018,Iron,Ronald Curtis,30,29,3.33%
I-2052,Buenos Aires,Argentina,LATAM,5/24/2018,Air conditioner,Stuart Brown,700,651,7.00%
I-2053,Bogota,Colombia,LATAM,08-11-16,Dishwasher,Ronald Curtis,500,470,6.00%
I-2054,Seattle,USA,NA,4/18/2018,Coffee grinder,Susan Toye,70,67,4.29%
I-2055,Paris,France,EMEA,03-11-18,Air conditioner,Ketan Bryan,700,637,9.00%
I-2056,Toronto,Canada,NA,5/13/2015,Refrigerator,Jordan Andrews,1000,680,32.00%
I-2057,Seoul,South Korea,APAC,04-07-16,Air conditioner,Mark Brook,700,693,1.00%
I-2058,Tijuana,Mexico,LATAM,10/20/2014,Oven,Paul Salmon,500,495,1.00%
I-2059,Santiago,Chile,LATAM,4/17/2017,Toaster,Karen Hopewell,50,46,8.00%
I-2060,Toronto,Canada,NA,06-11-18,Blender,Alison Storey,50,49,2.00%
I-2061,Tokyo,Japan,APAC,01-03-17,Dishwasher,Ken Mishra,500,455,9.00%
I-2062,Riyadh,Saudi Arabia,EMEA,7/26/2016,Oven,Daniel Battersby,500,490,2.00%
I-2063,Toronto,Canada,NA,1/15/2016,Blender,Jordan Andrews,50,47,6.00%
I-2064,Athens,Greece,EMEA,04-02-15,Air conditioner,David Walker,700,665,5.00%
I-2065,Tijuana,Mexico,LATAM,10-06-18,Blender,Stephen Carlin,50,43,14.00%
I-2066,London,UK,EMEA,7/26/2017,Vacuum Cleaner,Claire Brooks,250,243,2.80%
I-2067,Berlin,Germany,EMEA,03-12-16,Microwave,Natasha Carvalho,80,79,1.25%
I-2068,Capetown,South Africa,EMEA,7/15/2014,Vacuum Cleaner,Marcus Jacob,250,230,8.00%
I-2069,Toronto,Canada,NA,6/24/2017,Coffee grinder,James Hammond,70,67,4.29%
I-2070,Tel Aviv,Israel,EMEA,12/27/2018,Vacuum Cleaner,Rebecca Delo,250,213,14.80%
I-2071,Prague,Czech Republic,EMEA,7/17/2018,Microwave,Nick Denny,80,79,1.25%
I-2072,Dublin,Ireland,EMEA,11/29/2016,Refrigerator,Gwyn Taylor,1000,700,30.00%
I-2073,Shanghai,China,APAC,07-03-16,Dishwasher,Jonathan Will,500,445,11.00%
I-2074,Bangalore,India,APAC,12-04-17,Blender,Delia Muhammad,50,47,6.00%
I-2075,Madria,Spain,EMEA,3/15/2014,Ceiling fan,Philip Sutherland,150,131,12.67%
I-2076,Madria,Spain,EMEA,3/15/2018,Air conditioner,Paul Long,700,616,12.00%
I-2077,Tokyo,Japan,APAC,11/23/2018,Toaster,Basil Bell,50,46,8.00%
I-2078,Seoul,South Korea,APAC,4/23/2018,Dishwasher,Steven Wood,500,480,4.00%
I-2079,Osaka,Japan,APAC,01-04-15,Blender,Tracy Stanley,50,47,6.00%
I-2080,London,UK,EMEA,05-07-15,Ceiling fan,Francis Godden,150,146,2.67%
I-2081,Paris,France,EMEA,12-10-16,Coffee grinder,Nicole Ford,70,67,4.29%
I-2082,Seoul,South Korea,APAC,12/14/2017,Oven,Mark Towey,500,495,1.00%
I-2083,Ho Chi Minh City,Vietnam,APAC,8/30/2014,Coffee grinder,Ken Rogerson,70,57,18.57%
I-2084,Cairo,Egypt,EMEA,09-07-18,Blender,Basil Bain,50,47,6.00%
I-2085,Madria,Spain,EMEA,01-07-14,Ceiling fan,Howard Jones,150,125,16.67%
I-2086,Sydney,Australia,APAC,03-11-15,Toaster,William Martin,50,34,32.00%
I-2087,Shenzhen,China,APAC,03-02-14,Air conditioner,Alastair Mills,700,539,23.00%
I-2088,Santiago,Chile,LATAM,1/25/2017,Air conditioner,Jason Edmund,700,693,1.00%
I-2089,Moscow,Russia,EMEA,11/21/2018,Ceiling fan,Rita Hill,150,147,2.00%
I-2090,Amsterdam,Netherlands,EMEA,03-07-14,Blender,Julia Ferguson,50,42,16.00%
I-2091,Istanbul,Turkey,EMEA,10/24/2016,Blender,Bryan Mason,50,44,12.00%
I-2092,Jerusalem,Israel,EMEA,04-05-18,Blender,Susan Carley,50,49,2.00%
I-2093,Moscow,Russia,EMEA,8/26/2018,Microwave,Dermot Bailey,80,78,2.50%
I-2094,Chicago,USA,NA,11/19/2017,Blender,Heather McGill,50,48,4.00%
I-2095,New York,USA,NA,2/13/2018,Ceiling fan,Simon Hirst,150,147,2.00%
I-2096,London,UK,EMEA,8/13/2015,Refrigerator,Nicola Williams,1000,620,38.00%
I-2097,Berlin,Germany,EMEA,2/13/2018,Oven,John Gunter,500,495,1.00%
I-2098,Shanghai,China,APAC,3/30/2018,Blender,Jonathan Will,50,47,6.00%
I-2099,Tokyo,Japan,APAC,7/27/2016,Washing Machine,David Gow,800,744,7.00%
I-2100,Tijuana,Mexico,LATAM,12-08-17,Dishwasher,Richard Allnutt,500,490,2.00%
I-2101,Amsterdam,Netherlands,EMEA,4/18/2015,Washing Machine,Donald Barratt,800,576,28.00%
I-2102,Paris,France,EMEA,6/18/2018,Dishwasher,Darren Webb,500,455,9.00%
I-2103,Buenos Aires,Argentina,LATAM,07-08-14,Ceiling fan,Ronald Rowlands,150,135,10.00%
I-2104,Moscow,Russia,EMEA,4/30/2018,Oven,Darren Brooks,500,490,2.00%
I-2105,Kuala Lumpur,Malaysia,APAC,08-06-14,Oven,Valerie Hook,500,495,1.00%
I-2106,Riyadh,Saudi Arabia,EMEA,5/23/2017,Blender,Danny Brooks,50,45,10.00%
I-2107,Mexico City,Mexico,LATAM,9/13/2017,Iron,James Anthony,30,28,6.67%
I-2108,Bucharest,Romania,EMEA,2/20/2018,Washing Machine,Kevin Ross,800,472,41.00%
I-2109,Paris,France,EMEA,3/15/2017,Refrigerator,Ketan Bryan,1000,680,32.00%
I-2110,Berlin,Germany,EMEA,2/24/2017,Ceiling fan,Jacqueline Clamp,150,150,0.00%
I-2111,Buenos Aires,Argentina,LATAM,11/17/2017,Iron,Ian Grant,30,28,6.67%
I-2112,Tijuana,Mexico,LATAM,06-06-17,Dishwasher,Richard Foy,500,450,10.00%
I-2113,Dublin,Ireland,EMEA,12-08-17,Ceiling fan,Gwyn Taylor,150,149,0.67%
I-2114,Tijuana,Mexico,LATAM,10-08-15,Microwave,Timothy Younger,80,53,33.75%
I-2115,Moscow,Russia,EMEA,8/14/2017,Dishwasher,Alexander Hillier,500,480,4.00%
I-2116,Sao Paolo,Brazil,LATAM,12-01-16,Dishwasher,Zoe Munday,500,495,1.00%
I-2117,Moscow,Russia,EMEA,03-01-14,Blender,Diane Batty,50,48,4.00%
I-2118,Bogota,Colombia,LATAM,11/27/2014,Toaster,Lisa Manning,50,45,10.00%
I-2119,Buenos Aires,Argentina,LATAM,5/15/2016,Microwave,Nicola Nathan,80,74,7.50%
I-2120,Rome,Italy,EMEA,4/26/2016,Washing Machine,Steven Bell,800,592,26.00%
I-2121,Jerusalem,Israel,EMEA,12/14/2016,Microwave,John Bond,80,74,7.50%
I-2122,Berlin,Germany,EMEA,5/19/2015,Iron,John Gunter,30,20,33.33%
I-2123,Lima,Peru,LATAM,01-06-17,Ceiling fan,Christopher Cresswell,150,138,8.00%
I-2124,Riyadh,Saudi Arabia,EMEA,11/24/2018,Iron,Victoria Sherwin,30,30,0.00%
I-2125,Warsaw,Poland,EMEA,01-04-16,Vacuum Cleaner,Anthony Connolly,250,225,10.00%
I-2126,Moscow,Russia,EMEA,10-03-18,Ceiling fan,Zulfiqar Mirza,150,143,4.67%
I-2127,Dublin,Ireland,EMEA,01-04-15,Air conditioner,Robert Harris,700,679,3.00%
I-2128,Dubai,UAE,EMEA,11-08-14,Oven,Frank Murray,500,495,1.00%
